tree_id,lambda1,lambda2,mu,psi,t_1,n_tips,height,is_ultrametric
56,0.600977906351909,1.36631622396591,0.144258889323588,0.860078453365713,65.51772672683,246,13.422962263090001,False
57,0.474326126789674,1.87751853324529,0.108847588159151,0.800068356655538,94.7508461773396,322,20.9580306688,False
58,0.969843123992905,2.61801343538624,0.231474300964376,0.605998941604048,88.6214537918568,383,9.29222218335,False
59,0.339581591961905,1.62755868224254,0.0882631442883605,0.709278491139412,91.6653757728636,255,32.314746916000004,False
60,0.529592555644922,2.53530565002055,0.057274319594347,0.62753580249846,81.9356603175402,362,23.022210762950003,False
61,0.814844031259417,2.93665485825182,0.254193232604579,0.842836198583245,56.7292885109782,205,12.295331906759998,False
62,0.82374753318727,3.86214683054498,0.267701023012473,0.576167057454586,56.286770645529,255,13.1379511939,False
63,0.722078689443879,2.95469214619453,0.0553308711049773,0.707540912274271,98.9452090859413,324,11.28577660797,False
64,0.63646955084987,2.35918541324397,0.129400035388878,0.606305979378521,46.1944292485714,259,13.885601280359996,False
65,0.473859135224484,2.07248594770423,0.0763596146854959,0.823328696098179,76.3195949979126,400,18.35463732784,False
66,0.964841616386548,2.91830721520531,0.155188179323517,0.885963053815067,55.8697479777038,224,6.939651776970001,False
67,0.312666397937574,1.1688110324845,0.059689133453354,0.758255736622959,74.2069468088448,81,20.6581139641,False
68,0.77673362265341,1.68043146002528,0.153136409592221,0.655397688504308,50.7857808098197,96,10.655276793719999,False
69,0.529713451210409,1.57105753956825,0.142151345894816,0.627052640914917,60.9146103449166,395,17.734657513930003,False
70,0.453492268105038,1.97799774911796,0.146340739182661,0.70481576314196,97.9053044691682,243,15.627870182200002,False
71,0.617090059095062,1.46490826421483,0.190782827024754,0.829159683920443,96.078326497227,304,14.7983757632,False
72,0.426325259916484,1.52074684481811,0.0996069392255133,0.508434830140322,25.0264478847384,290,19.22189219657,False
73,0.756646169465967,3.23893441405726,0.220775979643253,0.882530632428825,59.4884250313044,300,11.63429758157,False
74,0.488198331417516,2.41659904780789,0.163126411742044,0.603711372427642,77.6980086043477,200,16.625726158,False
75,0.634937386517413,1.92279823355035,0.127516718593929,0.57001202236861,20.2334292791784,94,12.445928299342999,False
76,0.480026526399888,1.84725250607709,0.0594731306400558,0.746207998786122,60.5760954320431,378,20.854234993680002,False
77,0.785611871746369,3.12328141312674,0.198263936673458,0.864268995542079,49.4456854090095,395,10.15182521799,False
78,0.359740871074609,1.46637230364171,0.056555597503952,0.796907799504697,68.4066717512906,82,17.903870958299997,False
79,0.774960234691389,1.80384864819215,0.231878747527424,0.899190013855696,51.9621517695487,129,8.799892216041002,False
80,0.873699246626347,2.53553281216752,0.242937469605096,0.786746322829276,26.9052310474217,88,7.79370230537,False
81,0.743182489415631,2.87246347317981,0.205963625882024,0.712126647215337,61.7129604518414,221,11.1111005344,False
82,0.79895162624307,2.33900518200341,0.104536793626318,0.66537295980379,50.6320999749005,155,11.04587278428,False
83,0.524261744343676,1.71582391589353,0.185147702953508,0.542555161006749,89.2903420887887,182,18.99726127043,False
84,0.821823867363855,2.49762470741005,0.0609492934379228,0.797174954134971,40.0801352784038,375,9.70773763066,False
85,0.808653848432004,3.11161680431533,0.0693743756765389,0.718690722621977,96.5244144573808,326,11.1008730055,False
86,0.663445576233789,2.17450147454651,0.244538717267374,0.666273930016905,87.5071768835187,373,17.2538711163,False
87,0.452938824007288,1.56117253753427,0.136263392011778,0.620715667493641,53.8642389141023,150,14.81682906404,False
88,0.684672934561968,3.2159649715398,0.0561208478162782,0.621506747975946,51.9263986311853,298,13.8335867844,False
89,0.712575922813266,2.39005779787181,0.13973945470519,0.535940155666321,77.047977745533,176,10.9930067857,False
90,0.308314004866406,0.665461070568866,0.0837125724929656,0.885274711251259,25.2215462177992,165,25.572860394290004,False
91,0.792782186879776,1.95945722053648,0.212997014055582,0.717178705800325,40.9779545664787,154,8.4628349081,False
92,0.633496604580432,1.50489402729126,0.145296835970007,0.666384539753199,73.5990365035832,279,11.40070108344,False
93,0.339292844734155,1.32756178966147,0.098006906366427,0.775311967264861,77.8715738467872,346,23.58592323022,False
94,0.423277693404816,1.66343932461455,0.0297251398828474,0.578922670055181,82.8490073792636,96,19.913898867,False
95,0.594415140757337,2.25175590498105,0.106033955475725,0.685748453252017,89.6311554498971,398,15.52983945774,False
96,0.818898821342736,3.82173124224385,0.187696685901349,0.501845404598862,39.731986746192,120,9.4941199834,False
97,0.339557739952579,0.837145836575503,0.0720701683272913,0.70227325335145,85.1191267184913,228,33.3476744137,False
98,0.964361612871289,3.34367138130276,0.256889082875308,0.505357773602009,23.1478541903198,303,8.99014112521,False
99,0.861412015091628,2.09120151445003,0.184625410270996,0.823726002499461,55.6661311350763,204,10.314308828089999,False
100,0.775177497765981,1.74015912659557,0.256523802509905,0.8296092399396,89.4413848780096,199,12.803563090540003,False
101,0.528421176341362,2.32323330308625,0.150708181920868,0.71950542749837,99.8427185043693,326,19.6121912845,False
102,0.675788252265193,1.46626090186445,0.232784939515647,0.819819685071707,33.2375365309417,364,11.790837870579999,False
103,0.396395386266522,1.60756274994276,0.0306247775479282,0.75631180331111,27.1454636193812,298,20.102234691099998,False
104,0.369670648127794,0.99058474631083,0.123481573609188,0.548404155485332,79.5437741279602,371,29.270855422589996,False
105,0.521636558440514,2.06242658824876,0.158382751855043,0.682575189229101,92.6618898846209,278,16.192656606899998,False
106,0.607616553176194,2.25255771555765,0.0855467677500829,0.658707332145423,55.3778706118464,368,14.251286754099999,False
107,0.926241646381095,2.17522370116554,0.0917482016896118,0.729856203403324,84.0125309489667,293,10.91432528012,False
108,0.4680687088985,1.66762077717199,0.0279475204895867,0.864795320294797,23.4858673810959,97,14.841026998300002,False
109,0.43390469874721,1.13504379460127,0.148078135002638,0.617578142974526,89.5658065006137,267,20.806550028500006,False
110,0.983827710524201,3.14112966039028,0.138855035082075,0.867140013445169,25.7349111884832,157,8.422742299500001,False
111,0.353477902850136,1.65325510766949,0.106572104054229,0.660397585947067,66.4287884160876,145,26.273187432599997,False
112,0.773392187058926,3.20665273365231,0.117235771697291,0.739328873064369,84.2476146668196,298,12.5324684154,False
113,0.676598461903632,1.91615317053369,0.166335014111163,0.764732037018985,44.4450847804546,290,10.637097190919999,False
114,0.41292996883858,2.05843986789841,0.0628803756340943,0.816437000688165,57.9637240618467,187,16.5566408719,False
115,0.983940811012872,4.81198738552623,0.180043330677043,0.754181709140539,60.1932518929243,280,7.553267267579999,False
116,0.740366761409677,1.90411641025698,0.280499005096889,0.63890032665804,39.379749968648,122,8.809695998739999,False
117,0.687694049184211,2.62427811104171,0.24637036644625,0.740278976783156,82.3991148173809,189,11.2072748762,False
118,0.367058930196799,1.79008508765691,0.0483401756151076,0.753273351211101,68.559190556407,379,21.2405327272,False
119,0.820737976720556,3.26681964394086,0.251392058576462,0.590398700349033,61.2686758674681,306,11.08004751244,False
120,0.656472589098848,1.8963557523054,0.18698722251052,0.536039181612432,35.2621758915484,253,11.38463457543,False
121,0.761719736061059,2.35390350748117,0.202532621609298,0.75507954582572,90.5535281822085,254,10.776242929913,False
122,0.487953163473867,1.39063316324689,0.0442987611296976,0.510720557253808,37.4437843263149,293,20.443085637943,False
123,0.750953589216806,1.89148533088371,0.131664528607835,0.78743414580822,48.1948641873896,130,9.319706902630001,False
124,0.337230085814372,1.05607043012795,0.113721344910802,0.72610142827034,56.2627249583602,225,36.647474954722995,False
125,0.795647925254889,1.85322264803987,0.147162521983708,0.850768544804305,52.9137305170298,150,8.9386343137,False
126,0.757115417020395,3.15892751186635,0.0929425943959435,0.67835769020021,27.5637160614133,250,12.047372186,False
127,0.303024034434929,1.17664398619161,0.0702182031963833,0.675579265970737,34.9204061366618,314,29.198066024000003,False
128,0.733876478066668,2.84964343741232,0.245416600617407,0.819219293817878,66.9978483393788,295,10.436621082299999,False
129,0.396695872722194,1.89527795492646,0.15774504833932,0.570116562023759,30.060933791101,163,20.042978892900003,False
130,0.81798846644815,2.49268193990726,0.309473864337498,0.591508285980672,70.6403846107423,400,12.08958127448,False
131,0.609022727794945,1.55390646519365,0.141912109301669,0.836227010469884,52.8888095356524,391,16.412747258489002,False
132,0.614451773883775,2.77045771825045,0.243282880038509,0.895064343698323,36.2136957794428,365,12.48161177168,False
133,0.342675284505822,1.33486095157971,0.0456937285125273,0.54052265426144,24.2327681928873,394,22.6025284514,False
134,0.355831097974442,1.63206811342926,0.111671300303882,0.51698221443221,72.8755842521787,284,20.277317952329998,False
135,0.527243671868928,1.16750342510928,0.0362154518137841,0.816652863100171,94.9332423135638,166,18.55316997072,False
136,0.778856774512678,1.93368803779692,0.143700761971875,0.666801199596375,96.091247163713,324,9.78370436001,False
137,0.555124947079457,2.09045267635657,0.0524604544809289,0.870800933707506,74.5893848501146,379,16.62336645454,False
138,0.625173501274549,2.19749393101092,0.23076770329295,0.579339761193842,41.6084141097963,277,14.407330881119998,False
139,0.625601973966695,3.06865855879676,0.0889206048085036,0.701908860821277,35.5366743542254,173,10.6968429406,False
140,0.402817238587886,0.851997699794026,0.0348174946403559,0.66666145157069,97.8379897214472,209,18.6113735207,False
141,0.334116564132273,1.40243028947993,0.037289793565978,0.85220992397517,95.7633836381137,279,20.583104492,False
142,0.519530813000165,1.57331035040551,0.197679269525919,0.740024907328188,56.4587591774762,81,18.191288811797996,False
143,0.580997899826616,2.65182689027947,0.120802294774644,0.612857395783067,62.0750461891294,244,21.018751079999998,False
144,0.547167924395762,2.4680015352073,0.0891950084155946,0.506480942573398,59.8587092384696,324,15.564421274298,False
145,0.346420302428305,1.29085137740333,0.0374742117005743,0.536910725571215,92.3330990597606,100,21.5540264752,False
146,0.322058709268458,1.53554645879081,0.0193660300133514,0.525160574074835,58.8368773646653,326,34.02900137546,False
147,0.82203043657355,3.67485569145273,0.181658220946415,0.735137299913913,42.5343351066113,128,9.442863262,False
148,0.751154126320034,3.67081857542725,0.0762411842442495,0.835854469519109,30.0614890642464,193,12.210327290099999,False
149,0.690567706013098,3.02024510513166,0.16104818569508,0.780514979828149,90.3678255155683,157,10.09916588202,False
150,0.680159904691391,2.34739161442691,0.179445532321405,0.699418117105961,81.3373791612685,384,14.1438218349,False
151,0.389405578793958,1.02833045702893,0.0839309430974278,0.823829816840589,25.7284808531404,338,20.88707718621,False
152,0.669505832856521,2.30043635760703,0.134633702447474,0.702545853890479,42.9900596104562,356,14.52734267263,False
153,0.924960732460022,2.87115865923639,0.202439723579313,0.514215088263154,87.4189679324627,230,8.9848709888,False
154,0.730812678765506,2.94267993098293,0.175274840217827,0.756923800241202,72.9920354299247,215,9.30821882175,False
155,0.334082719893195,1.39695352194917,0.0467124795197467,0.52220206130296,79.3355968408287,145,18.25978193732,False
156,0.770176309603266,3.6448311946255,0.251628403106201,0.626698972284794,96.7984739691019,377,12.53786158419,False
157,0.872390521713532,3.22275362838924,0.327878347458478,0.871035142522305,61.844285260886,189,12.751289963012997,False
158,0.912662756047212,3.95047797727037,0.0598506585570064,0.718775519262999,92.2216077335179,341,10.31864974428,False
159,0.776798021025024,1.74079553515581,0.278792349092213,0.852680427767336,79.916278552264,144,9.191720330279999,False
160,0.967256231722422,3.54584665144522,0.10204504289693,0.653235958795994,57.7066870778799,236,9.5046488893,False
161,0.559460487868637,1.19713546806172,0.16815530921873,0.669382234476507,35.4729874059558,390,18.5707673733,False
162,0.635876874998212,2.99899038505656,0.0717991516248748,0.856500443443656,60.7603410817683,110,11.49258718883,False
163,0.899601174378768,2.27396240451879,0.276780282301636,0.692563907057047,45.6140681728721,258,10.591517672870001,False
164,0.706849784357473,2.13782710562947,0.0391431485637411,0.809970642626286,59.3512028455734,341,12.6394558888,False
165,0.821386499307118,3.68251507228379,0.278454299968595,0.756940255220979,29.9647294171154,231,12.99619246791,False
166,0.623781901109032,1.49099359514438,0.11850219954974,0.526968706864864,81.0083448328078,201,12.918859102000003,False
167,0.890496273175813,2.6711721168954,0.167359588162987,0.755143002606928,45.8741619251668,260,9.910512221569999,False
168,0.400731079606339,1.77978489635985,0.128891597378142,0.504632269497961,50.7811449281871,242,21.605817162899996,False
169,0.884074456547387,4.09583467294472,0.283283912580936,0.514751049131155,68.0041166581213,376,12.6303448657,False
170,0.756066347798332,2.59495275604918,0.249660509982015,0.659858085494488,88.7576460838318,184,14.7653635472,False
171,0.751543313800357,2.802651454788,0.269966044515584,0.553989808633924,22.1115010976791,372,11.78362526159,False
172,0.523022668575868,2.3468025166413,0.0755204016508228,0.742341617774218,83.3070598170161,386,14.135822789726,False
173,0.7933003813494,3.16724589200725,0.172786894600654,0.891193749848753,69.270158931613,152,8.0063884405,False
174,0.516692924895324,1.80004396283603,0.179955740448953,0.798242694418877,52.1234890073538,129,15.9465009637,False
175,0.589670954132453,1.33345081505984,0.108243905433059,0.525060576759279,81.7349221557379,348,15.968872798225,False
176,0.890876349504106,2.3616163221587,0.0706820546660604,0.830052151810378,99.6513647399843,168,8.82139206555,False
177,0.495055718254298,1.48184464054836,0.133627675326252,0.640720212738961,72.5710535049438,185,15.76210047572,False
178,0.563117644446902,2.0778020428157,0.0868248953978652,0.512847362179309,60.0227633491158,112,17.4072271157,False
179,0.935895744059235,4.12902065703862,0.358901541997106,0.832916072849184,60.7202592119575,253,7.55622161168,False
180,0.860467660799622,3.06500337912209,0.343176417643111,0.505092433281243,63.6165454424918,330,15.157386675000003,False
181,0.36055148083251,1.05117313445887,0.0262060339797649,0.502069594338536,67.1391671150923,120,20.695113314,False
182,0.905036940844729,2.64079802082015,0.345853700536415,0.567422603722662,82.1234826743603,319,11.9979001724,False
183,0.37609443992842,1.50124963840293,0.105131678934618,0.716094269044697,80.4612595029175,119,18.74632812424,False
184,0.438226728863083,1.60594374195256,0.0857186347912145,0.872307338472456,59.0470330230892,274,25.852401731199997,False
185,0.668210233328864,2.01208508783537,0.169213155001902,0.660588323976845,48.2840913906693,354,13.697288139969999,False
186,0.512339464132674,1.68094238388178,0.114542435176876,0.559393355064094,41.4104071445763,221,18.686219639960004,False
187,0.865860286238603,3.85187682756337,0.195038920780994,0.549304144456983,74.2351002432406,245,9.34254379683,False
188,0.867195163643919,2.46954821340646,0.326651469325587,0.611050801444799,52.3667295277119,199,8.282092428071,False
189,0.915705464896746,3.46006493760888,0.162612835720671,0.599953274801374,49.0383413806558,287,10.43212467717,False
190,0.565410412242636,1.5376375781737,0.0548387323174862,0.654915248788893,43.6497209407389,351,14.46348311,False
191,0.777383533352986,3.10444204635746,0.0621844911404401,0.52721143970266,84.9511009454727,341,12.6256547816,False
192,0.640610423660837,2.88426672581137,0.173908925377373,0.875896859541535,62.4440464936197,224,13.151778886210003,False
193,0.52374063951429,2.46135249346073,0.199888462239296,0.699794868379831,50.844742115587,238,16.750550077489997,False
194,0.428315314603969,1.89446241632105,0.0474840307740562,0.705502207018435,47.1685868874192,138,19.627394297180004,False
195,0.80548265054822,3.01069489391413,0.219032588842529,0.675720391981304,78.3784045092762,286,13.809997685,False
196,0.409628471359611,2.01127768662948,0.126440633113376,0.58596525369212,22.7466776221991,299,21.58927362863,False
197,0.613756215013564,1.41679564737211,0.0708291926154029,0.638069271016866,87.0966088213027,217,10.98848643377,False
198,0.709084192407317,3.16648314360853,0.214535204554778,0.899926829058677,90.3882656246424,201,14.6124468704,False
199,0.692096784617752,2.94915205751147,0.225526750766997,0.500900613050908,30.5466507934034,340,13.561671187019998,False
200,0.575207216641866,1.77968928063207,0.183097354279174,0.857169820927083,62.1540298499167,341,21.111522532099997,False
201,0.349875333486125,1.29196372041771,0.124935830466886,0.576572924759239,22.7993119508028,144,22.53159861606,False
202,0.710837350622751,3.29433489476487,0.284298905875079,0.781185691803694,33.2485886663198,348,17.316988976960005,False
203,0.537661669799127,2.25265795341591,0.0970407013304784,0.868519937992096,41.0233846120536,153,15.8256202601,False
204,0.825423422874883,4.03198191592944,0.320509031078438,0.728408626746386,83.0167110450566,97,7.9562049355,False
205,0.684952057246119,2.15712487800285,0.11230526373262,0.53057464370504,44.6620177663863,127,14.321124036380002,False
206,0.752932867081836,1.63405635538981,0.188616945985226,0.686244456749409,33.434011247009,281,16.07876669871,False
207,0.329195348196663,1.1421089258857,0.115822382548483,0.673318426962942,73.5414194688201,115,22.657115676999997,False
208,0.79169870428741,2.61980706223094,0.0657112539178637,0.624969103932381,99.3197745457292,139,11.326191267670001,False
209,0.48006990684662,1.999619001108,0.159721391107251,0.735142057202756,55.5329969897866,356,18.12262095312,False
210,0.663017204101197,1.48498645456348,0.233543571106703,0.863512926362455,60.3073087148368,114,11.9215141411,False
211,0.520339987706393,1.29211921277499,0.0935763202294557,0.754280701559037,71.3732148334384,90,15.0265616804,False
212,0.927204882237129,3.16221387557818,0.306063673001337,0.561595807224512,47.1215837821364,127,10.552666961088,False
213,0.516081140609458,2.29443911399806,0.194684760251999,0.654122974723577,29.8365005105734,323,14.5023097414,False
214,0.768222252954729,1.8597413701953,0.280202117294047,0.541960656736046,75.7346251420677,289,12.5330482585,False
215,0.397499439236708,1.25659867332333,0.123448428694324,0.506475419830531,84.9989163689315,375,25.999914030790002,False
216,0.898889127653092,2.91098762714081,0.112303336964545,0.771858463715762,41.3286695815623,244,9.1679086228,False
217,0.570019461330958,2.38266750281307,0.0532576543506844,0.72179079214111,75.1695916801691,198,12.53974086355,False
218,0.362244330206886,1.49054515824335,0.1033250271836,0.760130340699106,48.8483807817101,207,17.585007865999998,False
219,0.971015004953369,2.23501929365156,0.21539487909112,0.836074562743306,59.4694001600146,255,7.8831366654,False
220,0.655820404808037,1.38256505726725,0.111268155288496,0.888313469383866,87.9531350545585,316,13.337675564849999,False
221,0.496212785993703,2.14102967650414,0.071989089394027,0.634695714712143,26.6653971746564,127,14.34305206046,False
222,0.764144059061073,2.02109656895319,0.190101786626044,0.739374641142786,89.8166550695896,233,13.67567572092,False
223,0.711109310761094,3.40387058681334,0.21412761510597,0.635753197968006,42.3112474009395,394,17.05256973397,False
224,0.768282900145277,3.58481092105054,0.0630058714914119,0.825315827410668,65.3949873149395,202,9.454634522901001,False
225,0.893396999756806,2.73670725851997,0.250589494263075,0.732770617678762,85.0223026424646,182,10.043268408200001,False
226,0.470063730608672,1.02438129904056,0.0553169482152162,0.697895939461887,46.5773340687156,123,15.149553771,False
227,0.384275403199717,1.0380080708662,0.0390296811278655,0.628644548077136,98.4675912931561,162,22.1229526249,False
228,0.350444734282792,1.13355694663798,0.051936541126342,0.54396649627015,31.9909030012786,231,26.4423283027,False
229,0.441930482001044,1.68578477989283,0.0725859388691067,0.514544035494328,64.7447306662798,300,20.04757491363,False
230,0.656870968732983,2.61264562488628,0.0473856286305942,0.757151630986482,20.3302680887282,371,12.44796526919,False
231,0.655969982338138,1.56346495546347,0.140006503127782,0.802324501238763,92.0359938964248,363,13.435142092660001,False
232,0.864999075303786,4.16801996265302,0.23066186798284,0.716352970898151,94.6777922473848,162,12.869084294199999,False
233,0.665906502911821,1.65824765353833,0.08571159453565,0.833442744426429,66.1445218883455,212,12.009041594900001,False
234,0.628569286130369,3.11105523121979,0.0877989339327342,0.68493933416903,23.2161326520145,171,13.7921978232337,False
235,0.87614007149823,4.03418024349639,0.165438992434371,0.820845730323345,28.9448506385088,192,9.787224250200001,False
236,0.832856132113375,4.12406785918534,0.291240063154279,0.767921673133969,61.2555407173932,204,9.9310193214,False
237,0.583998054708354,2.3197181462195,0.057673033502595,0.860681205801666,79.6609191782773,94,13.18770512296,False
238,0.720851099141873,3.00523249349559,0.272602434082813,0.806791245844215,35.586215890944,331,9.93137360717,False
239,0.611689934553578,2.84900403305037,0.08384545052515,0.844964074250311,88.2236330024898,242,12.672996533000001,False
240,0.884412893722765,2.56979822321208,0.16273577553917,0.85534668918699,69.7667856514454,330,10.469756759489998,False
241,0.361279253149405,1.06670449862526,0.0896154560037186,0.797790177445859,46.1166969314218,211,20.127204115439998,False
242,0.813591341977008,3.23929490474578,0.0438861243229946,0.761372144334018,79.4749550521374,216,10.3717449522,False
243,0.461770787509158,1.6959600735548,0.0410070260912031,0.736513317469507,67.4042659252882,170,17.288977480270006,False
244,0.555642400798388,2.24756532576931,0.131737564130448,0.587516456097364,23.8828923366964,129,17.503416598100003,False
245,0.553897385136224,1.31680797134861,0.0884165260503159,0.814824063051492,42.1033389307559,332,18.644632543506,False
246,0.812555148941465,2.66846362764607,0.0722059207267741,0.633195980358869,42.531348913908,104,9.03345018708,False
247,0.697283350490034,1.59681659687381,0.234593848947748,0.547165845893323,80.3212872706354,400,12.58688077204,False
248,0.581857428466901,1.77959248985009,0.196377398217016,0.811547046713531,41.0246538184583,347,15.631933922980002,False
249,0.487391808908433,1.31000425493635,0.0552981192872276,0.842672745417804,46.9386957213283,285,14.019052708100002,False
250,0.82610779046081,3.49999755674057,0.185739075527735,0.567072905227542,55.4368513822556,137,10.640624183900002,False
251,0.463610892090946,1.01487409269676,0.164853759325422,0.625259905401617,39.977185819298,146,17.9210607236,False
252,0.690477838530205,2.00141392602187,0.252235885949977,0.636682916805148,42.0810826122761,240,14.3367451947,False
253,0.441026926855557,1.94935465257341,0.126197264187406,0.699602083675563,85.2080536261201,283,18.6366109883,False
254,0.433902949793264,1.75332339187381,0.152809762385597,0.621788843534887,22.0064912363887,261,21.469300045999997,False
255,0.789037087140605,2.86722196957618,0.104788875154976,0.80975637184456,50.0373970530927,146,8.16352079984,False
256,0.680542714707553,3.13316130054501,0.109159298309481,0.591619351226836,86.7336285673082,333,13.734146868348002,False
257,0.323492522770539,0.965170033647741,0.0747044931989045,0.873886437434703,99.5113497413695,204,30.4375626562,False
258,0.447630586288869,1.55121181347161,0.176255395565075,0.807901580724865,59.9668703787029,116,16.8335530513,False
259,0.879999475344084,4.35146710548586,0.289394515854041,0.892095009889454,30.1330965012312,353,12.328765847269999,False
260,0.83097203199286,3.56559515995288,0.239008655835628,0.686807649955153,44.1584169492126,101,9.30529335109,False
